long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1349,,,"Vous croisez les bras face à %s. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1350,,,"%s croise les bras.",,,,,,,,,,,,,,0xFF01FE,
1351,,,"Vous croisez les bras.",,,,,,,,,,,,,,0xFF01FE,
1352,,,"%s croise les bras face à %s. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1353,,,"%s croise les bras face à vous. Humpf !",,,,,,,,,,,,,,0xFF01FE,
1354,,,"%s croise les bras.",,,,,,,,,,,,,,0xFF01FE,
1355,,,"%s félicite %s pour son niveau supplémentaire. DING !",,,,,,,,,,,,,,0xFF01FE,
1356,,,"%s vous félicite pour votre niveau supplémentaire. DING !",,,,,,,,,,,,,,0xFF01FE,
1357,,,"Vous félicitez %s pour son niveau supplémentaire. DING !",,,,,,,,,,,,,,0xFF01FE,
1358,,,"%s regarde %s.",,,,,,,,,,,,,,0xFF01FE,
1359,,,"%s vous regarde.",,,,,,,,,,,,,,0xFF01FE,
1360,,,"Vous observez %s.",,,,,,,,,,,,,,0xFF01FE,
1361,,,"%s observe les alentours.",,,,,,,,,,,,,,0xFF01FE,
1362,,,"Vous regardez autour de vous.",,,,,,,,,,,,,,0xFF01FE,
1363,,,"%s aimerait que quelqu'un lui tienne la main.",,,,,,,,,,,,,,0xFF01FE,
1364,,,"Vous aimeriez que quelqu'un vous tienne la main.",,,,,,,,,,,,,,0xFF01FE,
1365,,,"%s aimerait que quelqu'un lui tienne la main.",,,,,,,,,,,,,,0xFF01FE,
1366,,,"%s veut faire une offre.",,,,,,,,,,,,,,0xFF01FE,
1367,,,"Vous voulez faire une offre.",,,,,,,,,,,,,,0xFF01FE,
1368,,,"%s veut des cajoleries.",,,,,,,,,,,,,,0xFF01FE,
1369,,,"Vous voulez que quelqu'un vous cajole",,,,,,,,,,,,,,0xFF01FE,
1370,,,"%s se frappe.",,,,,,,,,,,,,,0xFF01FE,
1371,,,"Vous vous frappez.",,,,,,,,,,,,,,0xFF01FE,
1372,,,"%s se donne un coup elle-même.",,,,,,,,,,,,,,0xFF01FE,
1373,,,"%s pense que %s le regrettera.",,,,,,,,,,,,,,0xFF01FE,
1374,,,"%s pense que vous allez le regretter.",,,,,,,,,,,,,,0xFF01FE,
1375,,,"Vous pensez que %s le regrettera.",,,,,,,,,,,,,,0xFF01FE,
1376,,,"%s fouille %s pour quelque chose.",,,,,,,,,,,,,,0xFF01FE,
1377,,,"%s vous fouille pour quelque chose.",,,,,,,,,,,,,,0xFF01FE,
1378,,,"Vous fouillez %s pour quelque chose.",,,,,,,,,,,,,,0xFF01FE,
1379,,,"%s objecte à %s.",,,,,,,,,,,,,,0xFF01FE,
1380,,,"%s objecte contre vous.",,,,,,,,,,,,,,0xFF01FE,
1381,,,"Vous objectez à %s.",,,,,,,,,,,,,,0xFF01FE,
1382,,,"%s OBJECTE !",,,,,,,,,,,,,,0xFF01FE,
1383,,,"Vous OBJECTEZ !",,,,,,,,,,,,,,0xFF01FE,
1384,,,"%s jette un regard louche à %s.",,,,,,,,,,,,,,0xFF01FE,
1385,,,"%s vous jette un regard louche.",,,,,,,,,,,,,,0xFF01FE,
1386,,,"Vous jetez un regard louche à %s.",,,,,,,,,,,,,,0xFF01FE,
1387,,,"%s se tape le front.",,,,,,,,,,,,,,0xFF01FE,
1388,,,"Vous vous frappez le front.",,,,,,,,,,,,,,0xFF01FE,
1389,,,"%s se tape le front.",,,,,,,,,,,,,,0xFF01FE,
1390,,,"%s propose une trêve.",,,,,,,,,,,,,,0xFF01FE,
1391,,,"Vous proposez une trêve.",,,,,,,,,,,,,,0xFF01FE,
1392,,,"%s est en sueur à la vue |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1393,,,"%s est en sueur à votre vue.",,,,,,,,,,,,,,0xFF01FE,
1394,,,"Vous êtes en sueur à la vue |2 %s.",,,,,,,,,,,,,,0xFF01FE,
1395,,,"%s est en sueur.",,,,,,,,,,,,,,0xFF01FE,
1396,,,"Vous êtes en sueur.",,,,,,,,,,,,,,0xFF01FE,
1397,,,"%s cherche son propre pouls.",,,,,,,,,,,,,,0xFF01FE,
1398,,,"%s s'est fait un plaisir d'aider %s.",,,,,,,,,,,,,,0xFF01FE,
1399,,,"%s s'est fait un plaisir de vous aider.",,,,,,,,,,,,,,0xFF01FE,
1400,,,"Vous vous êtes fait un plaisir d'aider %s.",,,,,,,,,,,,,,0xFF01FE,
1401,,,"%s s'est fait un plaisir d'aider.",,,,,,,,,,,,,,0xFF01FE,
1402,,,"Vous vous êtes fait un plaisir d'aider.",,,,,,,,,,,,,,0xFF01FE,
