long,long,long,str,
1463,923,1,"жрицы",
1508,923,2,"жрице",
1553,923,3,"жрицу",
1598,923,4,"жрицей",
1643,923,5,"жрице",
129828,923,8,"жриц",
1464,924,1,"шаманки",
1509,924,2,"шаманке",
1554,924,3,"шаманку",
1599,924,4,"шаманкой",
1644,924,5,"шаманке",
129831,924,8,"шаманок",
1465,925,1,"волшебницы",
1510,925,2,"волшебнице",
1555,925,3,"волшебницу",
1600,925,4,"волшебницей",
1645,925,5,"волшебнице",
1466,926,1,"чернокнижницы",
1511,926,2,"чернокнижнице",
1556,926,3,"чернокнижницу",
1601,926,4,"чернокнижницей",
1646,926,5,"чернокнижнице",
129825,926,8,"чернокнижниц",
1467,927,1,"друидессы",
1512,927,2,"друидессе",
1557,927,3,"друидессу",
1602,927,4,"друидессой",
1647,927,5,"друидессе",
1468,928,1,"лесного тролля",
1513,928,2,"лесному троллю",
1558,928,3,"лесного тролля",
1603,928,4,"лесным троллем",
1648,928,5,"лесном тролле",
1469,929,1,"человека",
1514,929,2,"человеку",
1559,929,3,"человека",
1604,929,4,"человеком",
1649,929,5,"человеке",
129788,929,7,"люди",
129789,929,8,"людей",
1470,930,1,"орка",
1515,930,2,"орку",
1560,930,3,"орка",
1605,930,4,"орком",
1650,930,5,"орке",
129818,930,8,"орков",
1471,931,1,"дворфа",
1516,931,2,"дворфу",
1561,931,3,"дворфа",
1606,931,4,"дворфом",
1651,931,5,"дворфе",
129797,931,7,"дворфы",
129798,931,8,"дворфов",
1472,932,1,"ночного эльфа",
1517,932,2,"ночному эльфу",
1562,932,3,"ночного эльфа",
1607,932,4,"ночным эльфом",
1652,932,5,"ночном эльфе",
129791,932,7,"ночные эльфы",
129792,932,8,"ночных эльфов",
1473,933,1,"нежити",
1518,933,2,"нежити",
1563,933,3,"нежить",
1608,933,4,"нежитью",
1653,933,5,"нежити",
129821,933,8,"нежити",
1474,934,1,"таурена",
1519,934,2,"таурену",
1564,934,3,"таурена",
1609,934,4,"тауреном",
1654,934,5,"таурене",
129824,934,8,"тауренов",
1475,935,1,"гнома",
1520,935,2,"гному",
1565,935,3,"гнома",
1610,935,4,"гномом",
1655,935,5,"гноме",
129803,935,7,"гномы",
129804,935,8,"гномов",
1476,936,1,"тролля",
1521,936,2,"троллю",
1566,936,3,"тролля",
1611,936,4,"троллем",
1656,936,5,"тролле",
129820,936,8,"троллей",
1477,937,1,"гоблина",
1522,937,2,"гоблину",
1567,937,3,"гоблина",
1612,937,4,"гоблином",
1657,937,5,"гоблине",
1478,938,1,"эльфа крови",
1523,938,2,"эльфу крови",
1568,938,3,"эльфа крови",
1613,938,4,"эльфом крови",
1658,938,5,"эльфе крови",
129814,938,8,"эльфов крови",
1479,939,1,"дренея",
1524,939,2,"дренею",
1569,939,3,"дренея",
1614,939,4,"дренеем",
1659,939,5,"дренее",
129806,939,6,"дреней",
129807,939,7,"дренеи",
129808,939,8,"дренеев",
1480,940,1,"орка Скверны",
1525,940,2,"орку Скверны",
1570,940,3,"орка Скверны",
1615,940,4,"орком Скверны",
1660,940,5,"орке Скверны",
1481,941,1,"наги",
1526,941,2,"наге",
1571,941,3,"нагу",
1616,941,4,"нагой",
1661,941,5,"наге",
1482,942,1,"падшего",
1527,942,2,"падшему",
1572,942,3,"падшего",
1617,942,4,"падшим",
1662,942,5,"падшем",
1483,943,1,"скелета",
1528,943,2,"скелету",
1573,943,3,"скелета",
1618,943,4,"скелетом",
1663,943,5,"скелете",
1484,944,1,"лесной троллихи",
1529,944,2,"лесной троллихе",
1574,944,3,"лесную троллиху",
1619,944,4,"лесной троллихой",
1664,944,5,"лесной троллихе",
1485,945,1,"орчихи",
1530,945,2,"орчихе",
1575,945,3,"орчиху",
1620,945,4,"орчихой",
1665,945,5,"орчихе",
1486,946,1,"дворфийки",
1531,946,2,"дворфийке",
1576,946,3,"дворфийку",
1621,946,4,"дворфийкой",
1666,946,5,"дворфийке",
129800,946,7,"дворфийки",
129801,946,8,"дворфиек",
1487,947,1,"ночной эльфийки",
1532,947,2,"ночной эльфийке",
1577,947,3,"ночную эльфийку",
1622,947,4,"ночной эльфийкой",
1667,947,5,"ночной эльфийке",
129794,947,7,"ночные эльфийки",
129795,947,8,"ночных эльфиек",
1488,948,1,"тауренки",
1533,948,2,"тауренке",
1578,948,3,"тауренку",
1623,948,4,"тауренкой",
1668,948,5,"тауренке",
1489,949,1,"гномессы",
1534,949,2,"гномессе",
1579,949,3,"гномессу",
1624,949,4,"гномессой",
1669,949,5,"гномессе",
1490,950,1,"троллихи",
1535,950,2,"троллихе",
1580,950,3,"троллиху",
1625,950,4,"троллихой",
1670,950,5,"троллихе",
1491,951,1,"гоблинихи",
1536,951,2,"гоблинихе",
1581,951,3,"гоблиниху",
1626,951,4,"гоблинихой",
1671,951,5,"гоблинихе",
1492,952,1,"эльфийки крови",
1537,952,2,"эльфийке крови",
1582,952,3,"эльфийку крови",
1627,952,4,"эльфийкой крови",
1672,952,5,"эльфийке крови",
129816,952,8,"эльфиек крови",
1493,953,1,"дренейки",
1538,953,2,"дренейке",
1583,953,3,"дренейку",
1628,953,4,"дренейкой",
1673,953,5,"дренейке",
129811,953,6,"дренейки",
129812,953,7,"дренеек",
1494,954,1,"орчихи Скверны",
1539,954,2,"орчихе Скверны",
1584,954,3,"орчиху Скверны",
1629,954,4,"орчихой Скверны",
1674,954,5,"орчихе Скверны",
1495,955,1,"падшей",
1540,955,2,"падшей",
1585,955,3,"падшую",
1630,955,4,"падшей",
1675,955,5,"падшей",
1676,961,6,": цель слишком низкого уровня",
1677,962,6,": причина неизвестна",
1678,963,6,": внутренняя ошибка",
1679,964,6,": неверная цель",
1680,965,6,": нет цели",
1681,966,6,": это невозможно здесь использовать",
1682,967,6,": сейчас выполняется другое действие",
1683,968,6,": цель слишком близко",
1684,969,6,": цель вне поля зрения",
1685,970,6,": еще не готово",
1686,971,6,": заклинание не выучено",
1687,972,6,": вы мертвы",
1688,973,6,": не сработало",
1689,974,1,"Маназмея",
1690,974,2,"Маназмею",
1691,974,3,"Маназмея",
1692,974,4,"Маназмеем",
1693,974,5,"Маназмее",
1694,975,1,"Одичавшего древуна",
1695,975,2,"Одичавшему древуну",
1696,975,3,"Одичавшего древуна",
1697,975,4,"Одичавшим древуном",
1698,975,5,"Одичавшем древуном",
1699,976,1,"Древуна",
1700,976,2,"Древуну",
1701,976,3,"Древуна",
1702,976,4,"Древуном",
1703,976,5,"Древуне",
1704,977,1,"Cледопыта Саллины",
1705,977,2,"Cледопыту Саллине",
1706,977,3,"Cледопыта Саллину",
1707,977,4,"Cледопытом Саллиной",
1708,977,5,"Cледопыте Саллине",
1721,981,6,": ваша цель мертва",
1722,982,1,"Беса-прислужника",
1723,982,2,"Бесу-прислужнику",
1724,982,3,"Беса-прислужника",
1725,982,4,"Бесом-прислужником",
1726,982,5,"Бесе-прислужнике",
1727,983,6,"подчинены",
1728,984,6,"ошеломлены",
1729,985,6,"без оружия",
1730,986,6,"отвлечены",
1731,987,6,"спасаетесь бегством",
1732,988,6,"неуклюжи",
1733,989,6,"оплетены",
1734,990,6,"успокоены",
1735,991,6,"немы",
1736,992,6,"спите",
1737,993,6,"в ловушке",
1738,994,6,"оглушены",
1739,995,6,"заморожены",
1740,996,6,"парализованы",
1741,997,6,"теряете кровь",
1742,998,6,"лечите",
1743,999,6,"превращены в кого-либо",
1744,1000,6,"изгнаны",
1745,1001,6,"находитесь под защитой",
1746,1002,6,"опутаны оковами",
1747,1003,6,"находитесь на средстве передвижения",
1748,1004,6,"подавлены",
1749,1005,6,"обращены в бегство",
1750,1006,6,"испуганы",
1751,1007,6,"неуязвимы",
1752,1008,6,"прерваны",
1753,1009,6,"замедлены",
1754,1010,6,"открываете что-либо",
1755,1011,6,"парализованы",
119252,1012,1,"рыцаря смерти",
119253,1012,2,"рыцарю смерти",
119254,1012,3,"рыцаря смерти",
119255,1012,4,"рыцарем смерти",
119256,1012,5,"рыцаре смерти",
1794,1012,6,"рыцарь смерти",
1833,1012,7,"рыцари смерти",
118970,1012,8,"рыцарей смерти",
1847,1023,6,"в панике",
1848,1024,6,"дезориентированы",
1849,1025,6,"обольщены",
1850,1026,6,"в ужасе",
1851,1027,6,"Ваше знание кожевничества",
91363,1027,7,"Ваше знание кожевничества должно",
1852,1028,6,"Ваш навык зачаровывания",
91357,1028,7,"Ваш навык зачаровывания должен",
