long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
271,-1,-1,0,,,"La danse du feu",,,,,,,,,,,,,,0xFF01FE,,,"Danser au mât enrubanné pendant 60 secondes après avoir revêtu l'ensemble du solstice complet.",,,,,,,,,,,,,,0xFF01FE,161,0xA,2,0x0,3262,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
288,-1,-1,0,,,"Vas-y, parle !",,,,,,,,,,,,,,0xFF01FE,,,"Manger tellement de bonbons farceurs que vous en attrapez mal au ventre.",,,,,,,,,,,,,,0xFF01FE,158,0xA,2,0x0,97,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
318,-1,-1,0,,,"Nombre total de morts causées par la faction adverse",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FE,21,0x0,2,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
320,-1,-1,0,,,"Duels perdus",,,,,,,,,,,,,,0xFF01FE,,,"Duels perdus",,,,,,,,,,,,,,0xFF01FE,154,0x0,2,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
342,-1,-1,0,,,"Objets épiques obtenus",,,,,,,,,,,,,,0xFF01FE,,,"Objets épiques obtenus",,,,,,,,,,,,,,0xFF01FE,191,0x0,2,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
378,-1,-1,0,,,"Plus grand nombre de réputations révérées ou supérieures",,,,,,,,,,,,,,0xFF01FE,,,"Plus grand nombre de réputations révérées ou supérieures",,,,,,,,,,,,,,0xFF01FE,147,0x0,2,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
381,-1,-1,0,,,"Victoires honorables en extérieur",,,,,,,,,,,,,,0xFF01FE,,,"Victoires honorables en extérieur",,,,,,,,,,,,,,0xFF01FE,136,0x0,2,0x9,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
398,-1,-1,397,,,"Dévouement impitoyable",,,,,,,,,,,,,,0xFF01FE,,,"Gagner 100 matchs d'arène du championnat au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,2,0x0,3593,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
467,-1,-1,0,,,"Chaman « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier chaman du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,2,0x100,38,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
478,-1,576,0,,,"Le Nexus",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss du Nexus.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,2,0x0,3227,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
490,-1,576,0,,,"Le Nexus : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss du Nexus en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,2,0x0,3228,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
504,-1,-1,503,,,"100 quêtes achevées",,,,,,,,,,,,,,0xFF01FE,,,"Achever 100 quêtes.",,,,,,,,,,,,,,0xFF01FE,96,0xA,2,0x0,3420,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
513,-1,-1,238,,,"100 victoires honorables",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 100 victoires honorables.",,,,,,,,,,,,,,0xFF01FE,95,0xA,2,0x0,3455,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
523,-1,-1,522,,,"5 réputations exaltées",,,,,,,,,,,,,,0xFF01FE,,,"Monter 5 réputations jusqu'à Exalté.",,,,,,,,,,,,,,0xFF01FE,201,0xA,2,0x0,3609,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
527,-1,-1,0,,,"Plus gros dégâts subis",,,,,,,,,,,,,,0xFF01FE,,,"Plus gros dégâts subis",,,,,,,,,,,,,,0xFF01FE,141,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
594,-1,-1,0,,,"Morts causées par Lardeur",,,,,,,,,,,,,,0xFF01FE,,,"Morts causées par Lardeur",,,,,,,,,,,,,,0xFF01FE,126,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
606,-1,-1,605,,,"5 pièces des ancêtres",,,,,,,,,,,,,,0xFF01FE,,,"Recevoir 5 pièces des ancêtres.",,,,,,,,,,,,,,0xFF01FE,160,0xA,2,0x0,2717,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
624,-1,615,0,,,"Quand y en a plus, y en a encore (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Sartharion le Gardien d'Onyx et les drakes crépusculaires à 8 maximum en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,2,0x0,3253,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
627,-1,-1,0,,,"Exploration de Dun Morogh",,,,,,,,,,,,,,0xFF01FE,,,"Explorer Dun Morogh et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,2,0x0,3531,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
628,-1,-1,0,,,"Mortemines",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Edwin VanCleef.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,2,0x0,3627,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
648,-1,542,0,,,"La Fournaise du sang",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Keli'dan le Briseur.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,2,0x0,3629,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
731,-1,-1,116,,,"Expert de métier",,,,,,,,,,,,,,0xFF01FE,,,"Devenir un expert dans un métier.",,,,,,,,,,,,,,0xFF01FE,169,0xA,2,0x0,2846,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
736,-1,-1,0,,,"Exploration de Mulgore",,,,,,,,,,,,,,0xFF01FE,,,"Explorer Mulgore et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,2,0x0,3562,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
753,-1,-1,0,,,"Argent gagné en moyenne par jour",,,,,,,,,,,,,,0xFF01FE,,,"Argent gagné en moyenne par jour",,,,,,,,,,,,,,0xFF01FE,140,0x0,2,0x49,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,328,
764,1,-1,0,,,"Le croisé ardent",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de toutes les factions relatives aux donjons de The Burning Crusade.",,,,,,,,,,,,,,0xFF01FE,14865,0x14,2,0x0,2365,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
798,-1,-1,0,,,"Renaissances par des druides",,,,,,,,,,,,,,0xFF01FE,,,"Renaissances par des druides",,,,,,,,,,,,,,0xFF01FE,127,0x0,2,0x9,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
838,-1,-1,0,,,"Nombre de matchs d'arènes",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de matchs d'arènes",,,,,,,,,,,,,,0xFF01FE,152,0x0,2,0x9,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
863,-1,-1,0,,,"Exploration du marécage de Zangar",,,,,,,,,,,,,,0xFF01FE,,,"Explorer le marécage de Zangar et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14779,0xA,2,0x0,3585,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
918,-1,-1,0,,,"Morts dans des donjons à 5",,,,,,,,,,,,,,0xFF01FE,,,"Morts dans des donjons à 5",,,,,,,,,,,,,,0xFF01FE,125,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
944,-1,-1,0,,,"Il y a de l'amour dans ce tunnel",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des Grumegueules.",,,,,,,,,,,,,,0xFF01FE,14864,0xF,2,0x0,3685,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
949,-1,-1,0,,,"Rohart-mageddon",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des Kalu'aks.",,,,,,,,,,,,,,0xFF01FE,14866,0xF,2,0x0,3702,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1047,-1,-1,0,,,"Nombre d'utilisations de l'emote /consternant.",,,,,,,,,,,,,,0xFF01FE,,,"Nombre d'utilisations de l'emote /consternant.",,,,,,,,,,,,,,0xFF01FE,131,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1069,-1,557,0,,,"Morts du prince-nexus Shaffar (Tombes-mana)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du prince-nexus Shaffar (Tombes-mana)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,2,0x1,1677,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1092,-1,33,0,,,"Morts de l'archimage Arugal (Donjon d'Ombrecroc)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de l'archimage Arugal (Donjon d'Ombrecroc)",,,,,,,,,,,,,,0xFF01FE,14821,0x5,2,0x1,2126,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1107,-1,-1,0,,,"Morts en 3c3",,,,,,,,,,,,,,0xFF01FE,,,"Morts en 3c3",,,,,,,,,,,,,,0xFF01FE,123,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1125,-1,-1,0,,,"Bandage le plus utilisé",,,,,,,,,,,,,,0xFF01FE,,,"Bandage le plus utilisé",,,,,,,,,,,,,,0xFF01FE,145,0x0,2,0x11,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,344,
1189,1,-1,0,,,"Les Flammes infernales des hommes",,,,,,,,,,,,,,0xFF01FE,,,"Achever 80 quêtes dans la péninsule des Flammes infernales.",,,,,,,,,,,,,,0xFF01FE,14862,0xA,2,0x0,3554,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1198,-1,-1,0,,,"Victimes apportant de l'expérience ou de l'honneur",,,,,,,,,,,,,,0xFF01FE,,,"Victimes apportant de l'expérience ou de l'honneur",,,,,,,,,,,,,,0xFF01FE,128,0x0,2,0x9,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1201,-1,-1,0,,,"Métiers au niveau maximum",,,,,,,,,,,,,,0xFF01FE,,,"Métiers au niveau maximum",,,,,,,,,,,,,,0xFF01FE,132,0x0,2,0x21,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1203,0,-1,0,,,"Bière étrange",,,,,,,,,,,,,,0xFF01FE,,,"Boire les bières de la fête des Brasseurs listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,162,0xA,2,0x0,1780,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1263,-1,-1,0,,,"Exploration du fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,,,"Explorer le fjord Hurlant et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14780,0xA,2,0x0,3331,,,"",,,,,,,,,,,,,,0x7EFF01EE,0,0,
1285,-1,-1,0,,,"Écumeur des raids classiques",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits dans les raids classiques listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,168,0x14,2,0x0,3203,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1309,-1,607,1308,,,"Vétéran du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 100 victoires au rivage des Anciens.",,,,,,,,,,,,,,0xFF01FE,14881,0xA,2,0x0,3402,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1337,-1,-1,0,,,"Types de créatures différentes tuées",,,,,,,,,,,,,,0xFF01FE,,,"Types de créatures différentes tuées",,,,,,,,,,,,,,0xFF01FE,135,0x0,2,0x21,1,,,"",,,,,,,,,,,,,,0xFEFF01EC,0,107,
1358,0,-1,0,,,"Ma tendre toundra",,,,,,,,,,,,,,0xFF01FE,,,"Achever 150 quêtes dans la toundra Boréenne.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,2,0x88,3336,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1462,-1,-1,0,,,"Insignes de justice obtenus",,,,,,,,,,,,,,0xFF01FE,,,"Insignes de justice obtenus",,,,,,,,,,,,,,0xFF01FE,130,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1488,-1,-1,0,,,"Coups fatals en extérieur",,,,,,,,,,,,,,0xFF01FE,,,"Cumul d'Azeroth, du Norfendre, etc.",,,,,,,,,,,,,,0xFF01FE,137,0x0,2,0x9,4,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1504,-1,574,0,,,"Morts d'Ingvar le Pilleur (Donjon d'Utgarde en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Ingvar le Pilleur (Donjon d'Utgarde en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,2,0x1,2813,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1525,-1,-1,0,,,"Quêtes journalières de cuisine achevées",,,,,,,,,,,,,,0xFF01FE,,,"Quêtes journalières de cuisine achevées",,,,,,,,,,,,,,0xFF01FE,178,0xA,2,0x9,2923,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1676,1,-1,0,,,"Maître des traditions des Royaumes de l'est",,,,,,,,,,,,,,0xFF01FE,,,"Achever 700 quêtes dans les Royaumes de l'est.",,,,,,,,,,,,,,0xFF01FE,14861,0xA,2,0x88,3490,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1693,0,-1,0,,,"Cœur d'artichaut",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de la fête De l'amour dans l'air listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,155,0xA,2,0x0,3699,,,"Titre : au cœur d'artichaut",,,,,,,,,,,,,,0xFF01FE,0,0,
1718,-1,571,1717,,,"Vétéran de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,,,"Gagner 100 batailles pour Joug-d'hiver.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,2,0x0,187,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1729,-1,-1,0,,,"Recettes d'alchimie apprises",,,,,,,,,,,,,,0xFF01FE,,,"Recettes d'alchimie apprises",,,,,,,,,,,,,,0xFF01FE,173,0x0,2,0x1,4,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1788,-1,-1,0,,,"Montrer le mauvais exemple",,,,,,,,,,,,,,0xFF01FE,,,"Manger les friandises listées ci-dessous pendant que votre orphelin vous regarde.",,,,,,,,,,,,,,0xFF01FE,163,0xA,2,0x0,1519,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1877,-1,615,0,,,"Quand y en a plus, y en a encore (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Sartharion le Gardien d'Onyx et les drakes crépusculaires à 20 maximum en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,2,0x0,3308,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2277,-1,-1,0,,,"Invocations acceptées",,,,,,,,,,,,,,0xFF01FE,,,"Invocations acceptées",,,,,,,,,,,,,,0xFF01FE,134,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2396,-1,-1,0,,,"Champ de bataille le plus disputé",,,,,,,,,,,,,,0xFF01FE,,,"Champ de bataille le plus disputé",,,,,,,,,,,,,,0xFF01FE,153,0x0,2,0x11,1,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,839,
2417,-1,-1,0,,,"Tendrement chocolat",,,,,,,,,,,,,,0xFF01FE,,,"Manger 25 chocolats du Jardin des nobles pendant la fête du Jardin des nobles.",,,,,,,,,,,,,,0xFF01FE,159,0xA,2,0x0,3706,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2758,-1,-1,2756,,,"La valeur de l'Argent",,,,,,,,,,,,,,0xFF01FE,,,"S'entraîner pour concourir au tournoi d'Argent en devenant un vaillant pour la faction de votre race.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,2,0x0,3744,,,"",,,,,,,,,,,,,,0x7DFF01EC,1,0,
2857,-1,603,0,,,"Morts de Tranchécaille (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Tranchécaille (Ulduar à 10)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,2,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2888,-1,603,0,,,"L'antichambre d'Ulduar (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de l'antichambre d'Ulduar en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,2,0x0,3846,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2889,-1,603,0,,,"L'antichambre d'Ulduar (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de l'antichambre d'Ulduar en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,2,0x0,3846,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
3576,1,-1,0,,,"Maintenant, on peut cuisiner !",,,,,,,,,,,,,,0xFF01FE,,,"Cuisiner chacun des plats des Bienfaits du pèlerin.",,,,,,,,,,,,,,0xFF01FE,14981,0xA,2,0x0,3678,,,"",,,,,,,,,,,,,,0xFFF7EE,0,0,
3777,-1,628,3776,,,"Vétéran de l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 100 victoires sur l'île des Conquérants.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,2,0x0,3378,,,"",,,,,,,,,,,,,,0xFF1BFE,0,0,
3812,-1,-1,0,,,"L'appel de la grande Croisade (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre tous les boss de l'épreuve du grand croisé en mode héroïque à 25.",,,,,,,,,,,,,,0xFF01FE,15002,0xA,2,0x0,3744,,,"",,,,,,,,,,,,,,0xFF1BFD,0,0,
3918,-1,-1,0,,,"L'appel de la grande Croisade (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre tous les boss de l'épreuve du grand croisé en mode héroïque à 10.",,,,,,,,,,,,,,0xFF01FE,15001,0xA,2,0x0,3744,,,"",,,,,,,,,,,,,,0x8FFA9EC,0,0,
4019,-1,-1,0,,,"Victoires sur le champion chasseur (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur le champion chasseur (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4628,-1,631,4531,,,"La prise de la citadelle : mode héroïque (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les quatre premiers boss de la citadelle de la Couronne de glace en mode héroïque à 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,2,0x0,4167,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4632,-1,631,4604,,,"La prise de la citadelle : mode héroïque (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les quatre premiers boss de la citadelle de la Couronne de glace en mode héroïque à 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,2,0x0,4167,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4714,-1,-1,0,,,"Morts de Bronjahm (Forge des âmes héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,2,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
8,-1,-1,7,,,"Niveau 30",,,,,,,,,,,,,,0xFF01FE,,,"Atteindre le niveau 30.",,,,,,,,,,,,,,0xFF01FE,92,0xA,3,0x4,3270,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
34,1,-1,0,,,"Tour du fjord",,,,,,,,,,,,,,0xFF01FE,,,"Achever 130 quêtes dans le fjord Hurlant.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,3,0x0,3337,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
44,-1,-1,0,,,"Exploration de l'Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les régions de l'Outreterre.",,,,,,,,,,,,,,0xFF01FE,97,0x19,3,0x0,3492,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
56,-1,489,0,,,"Morts dans le goulet des Chanteguerres",,,,,,,,,,,,,,0xFF01FE,,,"Morts dans le goulet des Chanteguerres",,,,,,,,,,,,,,0xFF01FE,124,0x0,3,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
97,-1,-1,0,,,"Quêtes journalières achevées",,,,,,,,,,,,,,0xFF01FE,,,"Quêtes journalières achevées",,,,,,,,,,,,,,0xFF01FE,133,0x0,3,0x1,0,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
113,-1,-1,0,,,"Morts de fatigue",,,,,,,,,,,,,,0xFF01FE,,,"Morts de fatigue",,,,,,,,,,,,,,0xFF01FE,126,0x0,3,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
123,-1,-1,122,,,"Artisan cuisinier",,,,,,,,,,,,,,0xFF01FE,,,"Devenir un artisan cuisinier.",,,,,,,,,,,,,,0xFF01FE,170,0xA,3,0x0,1467,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
128,-1,-1,127,,,"Artisan pêcheur",,,,,,,,,,,,,,0xFF01FE,,,"Devenir un artisan pêcheur.",,,,,,,,,,,,,,0xFF01FE,171,0xA,3,0x0,580,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
133,-1,-1,132,,,"Artisan secouriste",,,,,,,,,,,,,,0xFF01FE,,,"Devenir artisan secouriste.",,,,,,,,,,,,,,0xFF01FE,172,0xA,3,0x0,504,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
165,-1,529,0,,,"Bassin d'Arathi parfait",,,,,,,,,,,,,,0xFF01FE,,,"Gagner dans le bassin d'Arathi par 1600 à 0.",,,,,,,,,,,,,,0xFF01FE,14802,0x14,3,0x0,3469,,,"",,,,,,,,,,,,,,0xFF01FE,0,0,
197,-1,-1,0,,,"Dégâts totaux infligés",,,,,,,,,,,,,,0xFF01FE,,,"Dégâts totaux infligés",,,,,,,,,,,,,,0xFF01FE,141,0x0,3,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
199,-1,489,0,,,"Capture du drapeau",,,,,,,,,,,,,,0xFF01FE,,,"Porter et capturer soi-même le drapeau dans le goulet des Chanteguerres.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,3,0x0,3390,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
221,-1,30,0,,,"Pilleur de tombes d'Alterac",,,,,,,,,,,,,,0xFF01FE,,,"Prendre 50 cimetières dans la vallée d'Alterac.",,,,,,,,,,,,,,0xFF01FE,14801,0xA,3,0x0,3379,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
255,-1,-1,0,,,"Ramenez-moi la tête de… Oh, mince…",,,,,,,,,,,,,,0xFF01FE,,,"Tuer le Cavalier sans tête.",,,,,,,,,,,,,,0xFF01FE,158,0xA,3,0x0,1817,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
259,0,-1,0,,,"Blague de Noël",,,,,,,,,,,,,,0xFF01FE,,,"Lancer une boule de neige sur Cairne Sabot-de-sang pendant la fête du Voile d'hiver.",,,,,,,,,,,,,,0xFF01FE,156,0xA,3,0x0,1665,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
333,-1,-1,0,,,"Argent ramassé",,,,,,,,,,,,,,0xFF01FE,,,"Argent ramassé",,,,,,,,,,,,,,0xFF01FE,140,0x0,3,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
341,-1,-1,0,,,"Objets épiques ramassés",,,,,,,,,,,,,,0xFF01FE,,,"Objets épiques ramassés",,,,,,,,,,,,,,0xFF01FE,191,0x0,3,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
350,-1,-1,0,,,"Portails de mages empruntés",,,,,,,,,,,,,,0xFF01FE,,,"Portails de mages empruntés",,,,,,,,,,,,,,0xFF01FE,134,0x0,3,0x9,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
363,-1,-1,0,,,"Matchs en 5c5",,,,,,,,,,,,,,0xFF01FE,,,"Matchs en 5c5",,,,,,,,,,,,,,0xFF01FE,152,0x0,3,0x9,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
466,-1,-1,0,,,"Druide « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier druide du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,3,0x100,261,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
480,-1,601,0,,,"Azjol-Nérub",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss d'Azjol-Nérub.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,3,0x0,3229,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
491,-1,601,0,,,"Azjol-Nérub : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss d'Azjol-Nérub en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,3,0x0,3230,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
505,-1,-1,504,,,"250 quêtes achevées",,,,,,,,,,,,,,0xFF01FE,,,"Achever 250 quêtes.",,,,,,,,,,,,,,0xFF01FE,96,0xA,3,0x0,3419,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
515,-1,-1,513,,,"500 victoires honorables",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 500 victoires honorables.",,,,,,,,,,,,,,0xFF01FE,95,0xA,3,0x0,3456,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
524,-1,-1,523,,,"10 réputations exaltées",,,,,,,,,,,,,,0xFF01FE,,,"Monter 10 réputations jusqu'à Exalté.",,,,,,,,,,,,,,0xFF01FE,201,0xA,3,0x0,3608,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
529,-1,-1,0,,,"Plus grand nombre de réputations honorées ou supérieures",,,,,,,,,,,,,,0xFF01FE,,,"Plus grand nombre de réputations honorées ou supérieures",,,,,,,,,,,,,,0xFF01FE,147,0x0,3,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
562,-1,533,0,,,"Le quartier des Arachnides (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss du quartier des Arachnides à Naxxramas en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,3,0x0,1899,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
563,-1,533,0,,,"Le quartier des Arachnides (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss du quartier des Arachnides à Naxxramas en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,3,0x0,1899,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
