long,long,long,long,long,long,long,long,long,long,long,long,long,long,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,flags,long,long,long,long,long,long,long,
194,0,3,0,0,0,0,0,0,0,0,7596,0,0,"","","+14 (Bêtes)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
195,0,5,0,0,14,0,0,14,0,0,32,0,0,"","","+14 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
196,0,5,0,0,28,0,0,28,0,0,32,0,0,"","","+28 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
197,0,5,0,0,42,0,0,42,0,0,32,0,0,"","","+42 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
198,0,5,0,0,56,0,0,56,0,0,32,0,0,"","","+56 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
199,0,3,0,0,0,0,0,0,0,0,7601,0,0,"","","10% quand touché : Trait de l'ombre (10 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
200,0,3,0,0,0,0,0,0,0,0,7614,0,0,"","","10% quand touché : Trait de l'ombre (20 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
201,0,3,0,0,0,0,0,0,0,0,7615,0,0,"","","10% quand touché : Trait de l'ombre (30 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
202,0,3,0,0,0,0,0,0,0,0,7616,0,0,"","","10% quand touché : Trait de l'ombre (40 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
203,0,3,0,0,0,0,0,0,0,0,7617,0,0,"","","10% quand touché : Trait de l'ombre (50 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
204,0,3,0,0,0,0,0,0,0,0,7618,0,0,"","","10% quand touché : Trait de l'ombre (60 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
205,0,3,0,0,0,0,0,0,0,0,7619,0,0,"","","10% quand touché : Trait de l'ombre (70 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
206,0,5,0,0,1,0,0,1,0,0,45,0,0,"","","+1 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
207,0,5,0,0,2,0,0,2,0,0,45,0,0,"","","+2 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
208,0,5,0,0,4,0,0,4,0,0,45,0,0,"","","+4 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
209,0,5,0,0,5,0,0,5,0,0,45,0,0,"","","+5 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
210,0,3,0,0,0,0,0,0,0,0,9396,0,0,"","","+6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
211,0,5,0,0,7,0,0,7,0,0,45,0,0,"","","+7 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
212,0,5,0,0,8,0,0,8,0,0,45,0,0,"","","+8 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
213,0,3,0,0,0,0,0,0,0,0,7683,0,0,"","","+1 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
214,0,3,0,0,0,0,0,0,0,0,7684,0,0,"","","+3 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
215,0,3,0,0,0,0,0,0,0,0,7685,0,0,"","","+4 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
216,0,3,0,0,0,0,0,0,0,0,7686,0,0,"","","+6 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
217,0,3,0,0,0,0,0,0,0,0,7687,0,0,"","","+7 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
218,0,3,0,0,0,0,0,0,0,0,7688,0,0,"","","+9 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
219,0,3,0,0,0,0,0,0,0,0,7689,0,0,"","","+10 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
220,0,3,0,0,0,0,0,0,0,0,7690,0,0,"","","+1 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
221,0,3,0,0,0,0,0,0,0,0,7691,0,0,"","","+3 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
222,0,3,0,0,0,0,0,0,0,0,7692,0,0,"","","+4 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
223,0,3,0,0,0,0,0,0,0,0,7693,0,0,"","","+6 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
224,0,3,0,0,0,0,0,0,0,0,7694,0,0,"","","+7 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
225,0,3,0,0,0,0,0,0,0,0,7695,0,0,"","","+9 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
226,0,3,0,0,0,0,0,0,0,0,7696,0,0,"","","+10 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
227,0,3,0,0,0,0,0,0,0,0,7697,0,0,"","","+1 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
228,0,3,0,0,0,0,0,0,0,0,7698,0,0,"","","+3 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
229,0,3,0,0,0,0,0,0,0,0,7699,0,0,"","","+4 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
230,0,3,0,0,0,0,0,0,0,0,7700,0,0,"","","+6 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
231,0,3,0,0,0,0,0,0,0,0,7701,0,0,"","","+7 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
232,0,3,0,0,0,0,0,0,0,0,7702,0,0,"","","+9 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
233,0,3,0,0,0,0,0,0,0,0,7703,0,0,"","","+10 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
234,0,3,0,0,0,0,0,0,0,0,7704,0,0,"","","+1 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
235,0,3,0,0,0,0,0,0,0,0,7705,0,0,"","","+3 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
236,0,3,0,0,0,0,0,0,0,0,7706,0,0,"","","+4 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
237,0,3,0,0,0,0,0,0,0,0,7707,0,0,"","","+6 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
238,0,3,0,0,0,0,0,0,0,0,7708,0,0,"","","+7 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
239,0,3,0,0,0,0,0,0,0,0,7710,0,0,"","","+9 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
240,0,3,0,0,0,0,0,0,0,0,7709,0,0,"","","+10 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
241,0,2,0,0,2,0,0,2,0,0,0,0,0,"","","+2 aux dégâts de l'arme","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
242,0,5,0,0,15,0,0,15,0,0,1,0,0,"","","+15 aux points de vie","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
243,0,5,0,0,1,0,0,1,0,0,6,0,0,"","","+1 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
244,0,5,0,0,4,0,0,4,0,0,5,0,0,"","","+4 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
245,0,4,0,0,5,0,0,5,0,0,0,0,0,"","","+5 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
246,0,5,0,0,20,0,0,20,0,0,0,0,0,"","","+20 points de mana","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
247,0,5,0,0,1,0,0,1,0,0,3,0,0,"","","+1 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
248,0,5,0,0,1,0,0,1,0,0,4,0,0,"","","+1 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
249,0,3,0,0,0,0,0,0,0,0,7784,0,0,"","","+2 Tueur de bêtes","","","","","","","","","","","","","",0xFF01FE,31,0,0,0,0,0,0,
250,0,2,0,0,1,0,0,1,0,0,0,0,0,"","","+1 Dégâts de l'arme","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
251,0,5,0,0,1,0,0,1,0,0,5,0,0,"","","+1 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
252,0,5,0,0,6,0,0,6,0,0,6,0,0,"","","+6 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
253,0,3,0,0,0,0,0,0,0,0,7849,0,0,"","","Absorption (50)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
254,0,5,0,0,25,0,0,25,0,0,1,0,0,"","","+25 aux points de vie","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
255,0,5,0,0,3,0,0,3,0,0,6,0,0,"","","+3 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
256,0,4,0,0,5,0,0,5,0,0,2,0,0,"","","+5 à la résistance au Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
257,0,4,0,0,10,0,0,10,0,0,0,0,0,"","","+10 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
263,0,3,0,0,0,0,0,0,0,0,8082,0,0,"","","Appât de pêche (+25 compétence de pêche)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
264,0,3,0,0,0,0,0,0,0,0,8083,0,0,"","","Appât de pêche (+50 compétence de pêche)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
265,0,3,0,0,0,0,0,0,0,0,8084,0,0,"","","Appât de pêche (+75 compétence de pêche)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
266,0,3,0,0,0,0,0,0,0,0,8085,0,0,"","","Appât de pêche (+100 compétence de pêche)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
283,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 1","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
284,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 2","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
285,0,1,0,0,100,0,0,100,0,0,8248,0,0,"","","Totem Langue de feu 2","","","","","","","","","","","","","",0xFF01FE,32,7,0,0,0,0,0,
286,0,3,0,0,0,0,0,0,0,0,7711,0,0,"","","+2 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
287,0,3,0,0,0,0,0,0,0,0,7721,0,0,"","","+4 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
288,0,3,0,0,0,0,0,0,0,0,7722,0,0,"","","+6 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
289,0,3,0,0,0,0,0,0,0,0,7723,0,0,"","","+8 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
290,0,3,0,0,0,0,0,0,0,0,7724,0,0,"","","+10 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
291,0,3,0,0,0,0,0,0,0,0,7725,0,0,"","","+12 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
292,0,3,0,0,0,0,0,0,0,0,7726,0,0,"","","+14 aux dégâts des armes (Feu)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
303,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","Orbe de feu","","","","","","","","","","","","","",0xFF01FE,32,3,0,0,0,0,0,
323,0,1,0,0,100,0,0,100,0,0,8680,0,0,"","","Poison instantané","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
324,0,1,0,0,100,0,0,100,0,0,8685,0,0,"","","Poison instantané II","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
325,0,1,0,0,100,0,0,100,0,0,8689,0,0,"","","Poison instantané III","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
343,0,5,0,0,8,0,0,8,0,0,3,0,0,"","","+8 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
344,0,4,0,0,32,0,0,32,0,0,0,0,0,"","","+32 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
345,0,4,0,0,40,0,0,40,0,0,0,0,0,"","","+40 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
346,0,4,0,0,36,0,0,36,0,0,0,0,0,"","","+36 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
347,0,4,0,0,44,0,0,44,0,0,0,0,0,"","","+44 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
348,0,4,0,0,48,0,0,48,0,0,0,0,0,"","","+48 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
349,0,5,0,0,9,0,0,9,0,0,3,0,0,"","","+9 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
350,0,5,0,0,8,0,0,8,0,0,5,0,0,"","","+8 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
351,0,5,0,0,8,0,0,8,0,0,6,0,0,"","","+8 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
352,0,5,0,0,8,0,0,8,0,0,4,0,0,"","","+8 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
353,0,5,0,0,8,0,0,8,0,0,7,0,0,"","","+8 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
354,0,5,0,0,9,0,0,9,0,0,5,0,0,"","","+9 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
355,0,5,0,0,9,0,0,9,0,0,6,0,0,"","","+9 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
356,0,5,0,0,9,0,0,9,0,0,7,0,0,"","","+9 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
357,0,5,0,0,9,0,0,9,0,0,4,0,0,"","","+9 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
358,0,5,0,0,10,0,0,10,0,0,3,0,0,"","","+10 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
359,0,5,0,0,10,0,0,10,0,0,5,0,0,"","","+10 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
360,0,5,0,0,10,0,0,10,0,0,6,0,0,"","","+10 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
361,0,5,0,0,10,0,0,10,0,0,7,0,0,"","","+10 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
362,0,5,0,0,10,0,0,10,0,0,4,0,0,"","","+10 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
363,0,5,0,0,11,0,0,11,0,0,3,0,0,"","","+11 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
364,0,5,0,0,11,0,0,11,0,0,5,0,0,"","","+11 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
365,0,5,0,0,11,0,0,11,0,0,6,0,0,"","","+11 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
366,0,5,0,0,11,0,0,11,0,0,7,0,0,"","","+11 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
367,0,5,0,0,11,0,0,11,0,0,4,0,0,"","","+11 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
368,0,5,0,0,12,0,0,12,0,0,3,0,0,"","","+12 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
369,0,5,0,0,12,0,0,12,0,0,5,0,0,"","","+12 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
370,0,5,0,0,12,0,0,12,0,0,6,0,0,"","","+12 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
371,0,5,0,0,12,0,0,12,0,0,7,0,0,"","","+12 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
372,0,5,0,0,12,0,0,12,0,0,4,0,0,"","","+12 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
383,0,4,0,0,52,0,0,52,0,0,0,0,0,"","","+52 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
384,0,4,0,0,56,0,0,56,0,0,0,0,0,"","","+56 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
385,0,4,0,0,60,0,0,60,0,0,0,0,0,"","","+60 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
386,0,4,0,0,16,0,0,16,0,0,0,0,0,"","","+16 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
387,0,4,0,0,17,0,0,17,0,0,0,0,0,"","","+17 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
388,0,4,0,0,18,0,0,18,0,0,0,0,0,"","","+18 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
389,0,4,0,0,19,0,0,19,0,0,0,0,0,"","","+19 Armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
403,0,5,0,0,13,0,0,13,0,0,3,0,0,"","","+13 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
404,0,5,0,0,14,0,0,14,0,0,3,0,0,"","","+14 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
405,0,5,0,0,13,0,0,13,0,0,5,0,0,"","","+13 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
406,0,5,0,0,14,0,0,14,0,0,5,0,0,"","","+14 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
407,0,5,0,0,13,0,0,13,0,0,6,0,0,"","","+13 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
408,0,5,0,0,14,0,0,14,0,0,6,0,0,"","","+14 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
409,0,5,0,0,13,0,0,13,0,0,7,0,0,"","","+13 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
410,0,5,0,0,13,0,0,13,0,0,4,0,0,"","","+13 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
411,0,5,0,0,14,0,0,14,0,0,7,0,0,"","","+14 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
412,0,5,0,0,14,0,0,14,0,0,4,0,0,"","","+14 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
423,0,5,0,0,1,0,0,1,0,0,45,0,0,"","","+1 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
424,0,5,0,0,2,0,0,2,0,0,45,0,0,"","","+2 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
425,0,0,0,0,0,0,0,0,0,0,9394,0,0,"","","Leurre du Temple noir","","","","","","","","","","","","","",0xFF01FE,139,0,0,0,0,0,0,
426,0,5,0,0,5,0,0,5,0,0,45,0,0,"","","+5 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
427,0,3,0,0,0,0,0,0,0,0,9396,0,0,"","","+6 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
428,0,5,0,0,7,0,0,7,0,0,45,0,0,"","","+7 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
429,0,5,0,0,8,0,0,8,0,0,45,0,0,"","","+8 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
430,0,5,0,0,9,0,0,9,0,0,45,0,0,"","","+9 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
431,0,5,0,0,11,0,0,11,0,0,45,0,0,"","","+11 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
432,0,5,0,0,12,0,0,12,0,0,45,0,0,"","","+12 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
433,0,3,0,0,0,0,0,0,0,0,9399,0,0,"","","+11 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
434,0,3,0,0,0,0,0,0,0,0,9400,0,0,"","","+13 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
435,0,3,0,0,0,0,0,0,0,0,9401,0,0,"","","+14 aux dégâts des sorts de Feu","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
436,0,5,0,0,70,0,0,70,0,0,32,0,0,"","","+70 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
437,0,3,0,0,0,0,0,0,0,0,9402,0,0,"","","+11 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
438,0,3,0,0,0,0,0,0,0,0,9403,0,0,"","","+13 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
439,0,3,0,0,0,0,0,0,0,0,9404,0,0,"","","+14 aux dégâts des sorts de Givre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
440,0,5,0,0,9,0,0,9,0,0,45,0,0,"","","+9 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
441,0,5,0,0,11,0,0,11,0,0,45,0,0,"","","+11 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
442,0,5,0,0,12,0,0,12,0,0,45,0,0,"","","+12 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
443,0,3,0,0,0,0,0,0,0,0,9409,0,0,"","","+11 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
444,0,3,0,0,0,0,0,0,0,0,9410,0,0,"","","+13 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
445,0,3,0,0,0,0,0,0,0,0,9411,0,0,"","","+14 aux dégâts des sorts de Nature","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
446,0,3,0,0,0,0,0,0,0,0,9412,0,0,"","","+11 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
447,0,3,0,0,0,0,0,0,0,0,9413,0,0,"","","+13 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
448,0,3,0,0,0,0,0,0,0,0,9414,0,0,"","","+14 aux dégâts des sorts d'Ombre","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
463,0,3,0,0,0,0,0,0,0,0,9782,0,0,"","","Pointe en mithril (16-20)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
464,0,3,0,0,0,0,0,0,0,0,7215,0,0,"","","+4% à la vitesse de la monture","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
483,0,2,0,0,6,0,0,6,0,0,0,0,0,"","","Aiguisé (+6 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
484,0,2,0,0,6,0,0,6,0,0,0,0,0,"","","Équilibré (+6 points de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
503,0,6,0,0,10,0,0,10,0,0,0,0,0,"","","Croque-roc 4","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
504,0,2,0,0,80,0,0,80,0,0,0,0,0,"","","+80 Croque-roc","","","","","","","","","","","","","",0xFF01FE,61,9,0,0,0,0,0,
523,0,3,0,0,100,0,0,100,0,0,15569,0,0,"","","Langue de feu 4","","","","","","","","","","","","","",0xFF01FE,32,9,0,0,0,0,0,
524,0,1,0,0,0,0,0,0,0,0,10458,0,0,"","","Arme de givre 3","","","","","","","","","","","","","",0xFF01FE,33,9,0,0,0,0,0,
525,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 3","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
543,0,1,0,0,100,0,0,100,0,0,10523,0,0,"","","Totem Langue de feu 3","","","","","","","","","","","","","",0xFF01FE,32,7,0,0,0,0,0,
563,0,1,0,0,20,0,0,20,0,0,10608,0,0,"","","Totem Furie-des-vents 2","","","","","","","","","","","","","",0xFF01FE,81,7,0,0,0,0,0,
564,0,1,0,0,20,0,0,20,0,0,10610,0,0,"","","Totem Furie-des-vents 3","","","","","","","","","","","","","",0xFF01FE,81,7,0,0,0,0,0,
583,0,5,5,0,1,1,0,1,1,0,3,6,0,"","","+1 Agilité / +1 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
584,0,5,5,0,1,1,0,1,1,0,3,5,0,"","","+1 Agilité / +1 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
585,0,5,5,0,1,1,0,1,1,0,3,7,0,"","","+1 Agilité / +1 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
586,0,5,5,0,1,1,0,1,1,0,3,4,0,"","","+1 Agilité / +1 Force","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
587,0,5,5,0,1,1,0,1,1,0,5,6,0,"","","+1 Intelligence / +1 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
