long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
205,0,11,262,0x40000040,0,11,0,191,0,28,,,"Dun Modr",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
206,574,0,263,0x0,0,11,429,0,0,0,,,"Donjon d'Utgarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
207,36,0,264,0x40,0,11,0,9,0,0,,,"La Grande mer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
208,36,0,265,0x40,76,11,34,0,0,0,,,"Crique du cuirassé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
209,33,0,266,0x0,0,11,28,2,0,16,,,"Donjon d'Ombrecroc",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
210,571,0,267,0x445,0,11,466,421,543,80,,,"La Couronne de glace",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
211,0,1,268,0x40000040,0,11,0,8,0,7,,,"Lac glacial",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
212,0,1,269,0x40000040,0,11,0,8,0,8,,,"Lac du Lit d'Helm",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
213,0,130,270,0x40000040,0,11,0,2,324,13,,,"Mine du gouffre d'Elem",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
214,0,0,271,0x40,0,11,0,9,0,0,,,"La Grande mer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
215,1,0,272,0x40,0,11,30,9,0,0,,,"Mulgore",,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.300000011921,,
219,0,40,273,0x40000040,0,11,0,9,0,15,,,"Ferme des Alexston",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
220,1,215,562,0x40200000,0,11,0,9,0,0,,,"Mesa de Nuage rouge",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
221,1,215,274,0x40100000,0,11,0,9,0,0,,,"Camp Narache",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
222,1,215,275,0x40300040,0,11,0,226,0,5,,,"Sabot-de-sang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
223,1,215,276,0x40000040,0,11,0,9,0,0,,,"Lac Taureau-de-pierre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
224,1,215,277,0x40000040,0,11,0,9,0,7,,,"Caravane dévastée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
225,1,215,278,0x40000040,0,11,0,9,0,9,,,"Rochers rouges",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
226,0,130,551,0x40000040,0,11,0,0,0,11,,,"Le Grouillement",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
227,0,130,279,0x40000040,0,11,0,2,0,11,,,"Champ de Valgan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
228,0,130,280,0x40300040,0,11,0,15,0,10,,,"Le Sépulcre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
229,0,130,281,0x40000040,0,11,0,0,161,12,,,"Ferme des Olsen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
230,0,130,282,0x40000040,0,11,0,0,0,18,,,"Le mur de Grisetête",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
231,0,130,283,0x40000040,0,11,0,191,0,20,,,"Péril de Beren",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
232,0,130,284,0x40000040,0,11,0,2,0,0,,,"Les îles de l'aube",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
233,0,130,285,0x40000040,0,11,0,191,301,15,,,"Moulin-de-l'Ambre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
235,0,130,608,0x40000040,0,11,0,219,0,0,,,"Donjon de Fenris",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
236,0,130,286,0x40000040,0,11,28,2,0,16,,,"Donjon d'Ombrecroc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
237,0,130,287,0x40000040,0,11,0,2,0,16,,,"Le bac délabré",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
238,0,130,587,0x40000040,0,11,0,2,0,0,,,"Verger de Malden",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
239,0,130,588,0x40000040,0,11,0,2,0,11,,,"Le lopin d'Ivar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
240,0,130,288,0x40000040,0,11,0,2,0,12,,,"Le Champ des morts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
241,0,10,289,0x40000040,0,11,0,2,0,26,,,"Le verger pourrissant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
242,0,10,290,0x40000040,0,11,0,2,0,28,,,"Bosquet de Clairbois",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
243,0,10,291,0x40000040,0,11,0,2,0,0,,,"La masure lugubre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
244,0,10,292,0x40000040,0,11,0,2,0,0,,,"Le domaine de Whipple",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
245,0,10,563,0x40000040,0,11,0,2,0,25,,,"La ferme des Yorgen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
246,0,51,293,0x40000040,0,11,0,10,0,48,,,"Le Chaudron",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
247,0,51,294,0x40000040,0,11,0,0,0,45,,,"Site de fouilles de Crasseboue",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
249,0,46,1,0x40000040,0,11,0,10,0,50,,,"Rocher des Cognepeurs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
250,0,46,579,0x40000040,0,11,0,0,0,54,,,"Ruines de Thaurissan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
251,0,46,2,0x40000040,0,11,0,0,0,0,,,"Corniche des flammes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
252,0,46,3,0x40000040,0,11,0,0,301,57,,,"Bastion des Rochenoires",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
253,0,46,4,0x40000040,0,11,0,0,0,56,,,"Le Pilier de cendres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
254,0,46,630,0x40000040,0,11,0,10,0,55,,,"Mont Rochenoire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
255,0,46,5,0x40000040,0,11,0,10,0,59,,,"Autel des tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
256,1,141,6,0x40000000,0,11,0,11,0,0,,,"Aldrassil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
257,1,141,7,0x40000000,0,11,0,11,0,0,,,"Grotte de Sombrefil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
258,1,141,8,0x40000040,0,11,0,11,0,0,,,"Gangreroche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
259,1,141,9,0x40000040,0,11,0,11,0,5,,,"Lac Al'Ameth",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
260,1,141,10,0x40000040,0,11,0,11,0,6,,,"Brise-stellaire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
261,1,141,11,0x40000040,0,11,0,0,0,8,,,"Camp des Pins-tordus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
262,1,141,12,0x40000040,0,11,0,11,0,0,,,"Refuge des saisons de Ban'ethil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
263,1,141,13,0x40000040,0,11,0,0,0,0,,,"La Faille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
264,1,141,14,0x40000040,0,11,0,11,0,9,,,"La Clairière de l'Oracle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
265,1,141,15,0x40000040,0,11,0,0,0,11,,,"L'Aigue-vive",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
266,1,141,16,0x40000040,0,11,0,0,0,9,,,"Lac d'Aigue-vive",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
267,0,0,17,0x40,0,11,31,1,0,0,,,"Contreforts de Hautebrande",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.300000011921,,
268,37,0,580,0x40,0,11,42,0,0,0,,,"Cratère d'Azshara",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
269,0,0,18,0x40,0,11,31,0,0,18,,,"Dun Algaz",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
271,0,267,615,0x40200040,0,11,0,1,0,22,,,"Austrivage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
272,0,267,19,0x40200040,0,11,0,182,0,20,,,"Moulin-de-Tarren",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
275,0,267,20,0x40000040,0,11,0,191,302,21,,,"Donjon de Fort-de-Durn",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
276,0,0,564,0x40,0,11,31,0,0,0,,,"Passage de Formepierre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
277,0,36,21,0x40000040,0,11,0,1,0,0,,,"Les cavernes des contreforts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
278,0,36,22,0x40000040,0,11,0,1,301,32,,,"Camp d'internement de Lordamere",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
279,0,36,23,0x40000040,0,11,0,0,81,30,,,"Cratère de Dalaran",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
280,0,36,24,0x40000040,0,11,37,10,301,34,,,"Strahnbrande",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
281,0,36,25,0x40000040,0,11,37,10,301,36,,,"Ruines d'Alterac",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
282,0,36,26,0x40000040,0,11,37,10,0,35,,,"Bastion Cassecrête",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
283,0,36,27,0x40000040,0,11,37,10,0,35,,,"Creux du massacre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
284,0,36,28,0x40000040,0,11,0,1,0,27,,,"Les Hauteurs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
285,0,267,29,0x40000040,0,11,0,2,0,21,,,"Tour de la Pointe du Midi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
286,0,267,30,0x40000040,0,11,0,1,0,22,,,"Champs de Hautebrande",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
287,0,267,31,0x40000040,0,11,0,1,0,0,,,"Hautebrande",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
288,0,267,32,0x40000040,0,11,0,0,301,27,,,"Mine de Veine-azur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
289,0,267,33,0x40000040,0,11,0,1,0,26,,,"Ferme des Nethander",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
290,0,267,34,0x40000040,0,11,0,1,0,30,,,"Dun Garok",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
293,0,0,35,0x40,0,11,31,1,0,30,,,"Mur de Thoradin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
294,0,267,36,0x40000040,0,11,0,1,0,30,,,"Rivage oriental",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
295,0,267,616,0x40000040,0,11,0,1,0,30,,,"Rivage occidental",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
296,0,0,37,0x40,0,11,24,0,122,0,,,"Mers du Sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
297,0,33,38,0x40000040,0,11,0,0,0,50,,,"Île aux jagueros",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
298,0,11,39,0x40000040,0,11,0,3,0,0,,,"Baie de Baradin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
299,0,11,40,0x40000040,0,11,0,0,0,0,,,"Baie de Menethil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
300,0,8,41,0x40000040,0,11,0,0,0,41,,,"Grève de Brumejonc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
301,0,33,42,0x40000040,0,11,0,3,0,0,,,"La Côte sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
302,0,33,565,0x40000040,0,11,0,0,0,0,,,"Le Rivage de cristal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
303,0,33,43,0x40000040,0,11,0,0,0,0,,,"Plage aux coquillages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
305,0,130,44,0x40000040,0,11,0,0,0,0,,,"La côte nord",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
306,0,130,45,0x40000040,0,11,0,0,0,0,,,"La côte sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
307,0,47,46,0x40000040,0,11,0,1,0,48,,,"Les Hauts-Surplombs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
308,0,0,631,0x40,0,11,0,1,0,0,,,"La Mer interdite",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
309,0,11,47,0x40000040,0,11,0,0,0,24,,,"Tombe de Barbe-de-fer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
310,0,33,48,0x40000040,0,11,0,0,0,41,,,"Mine aux cristaux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
311,0,33,589,0x40000040,0,11,0,0,0,44,,,"Ruines d'Aboraz",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
312,0,33,49,0x40000040,0,11,0,0,0,0,,,"Cap Janeiro",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
313,0,45,632,0x40000040,0,11,0,0,302,31,,,"Manoir de Nordclos",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
314,0,45,50,0x40200040,0,11,0,0,301,33,,,"Ferme de Go'Shek",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
315,0,45,590,0x40000040,0,11,0,0,301,31,,,"Ferme des Dabyrie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
316,0,45,51,0x40000040,0,11,31,0,0,35,,,"Hall Rochepoing",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
317,0,45,609,0x40000040,0,11,0,3,0,33,,,"Village Fânécorce",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
318,0,45,52,0x40000040,0,11,0,0,0,36,,,"Gorge des Sèches-moustaches",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
320,0,45,53,0x40200040,0,11,0,0,123,30,,,"Refuge de l'Ornière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
321,0,45,54,0x40200040,0,11,0,14,0,30,,,"Trépas-d'Orgrim",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
322,0,45,581,0x40000040,0,11,0,8,0,0,,,"Épaves des Flots noirs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
323,0,45,55,0x40000040,0,11,0,0,0,0,,,"Camp de O'Breen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
324,0,45,56,0x40200040,0,11,0,186,182,36,,,"Donjon de Stromgarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
325,0,45,57,0x40000040,0,11,0,0,0,0,,,"La Tour d'Arathor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
326,0,45,58,0x40000040,0,11,0,0,0,0,,,"Le Sanctuaire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
327,0,45,59,0x40000040,0,11,0,3,0,40,,,"La Crique de Faldir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
328,0,45,566,0x40000040,0,11,0,192,0,0,,,"Le récif englouti",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
330,0,0,60,0x40,0,11,44,3,0,0,,,"Viaduc de Thandol",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
331,1,0,61,0x40,0,11,48,11,0,0,,,"Orneval",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
332,1,0,62,0x40,0,11,0,9,0,0,,,"La Grande mer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
333,0,45,63,0x40000040,0,11,0,0,0,38,,,"Cercle de lien oriental",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
334,0,45,64,0x40000040,0,11,0,0,0,38,,,"Cercle de lien occidental",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
335,0,45,65,0x40000040,0,11,0,0,0,38,,,"Cercle de lien intérieur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
336,0,45,66,0x40000040,0,11,0,0,0,38,,,"Cercle de lien extérieur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
337,0,3,67,0x40000040,0,11,25,7,0,36,,,"Repos d'Apocryphan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
338,0,3,633,0x40000040,0,11,25,7,0,39,,,"Forteresse d'Angor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
339,0,3,634,0x40000040,0,11,25,0,0,45,,,"Ravin de Lethlor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
340,0,3,68,0x40200040,0,11,25,0,0,38,,,"Kargath",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
341,0,3,69,0x40000040,0,11,25,0,0,36,,,"Camp Kosh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
342,0,3,70,0x40000040,0,11,25,0,0,39,,,"Camp Boff",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
343,0,3,71,0x40000040,0,11,25,0,0,0,,,"Camp Wurg",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
344,0,3,72,0x40000040,0,11,25,0,0,43,,,"Camp Cagg",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
345,0,3,73,0x40000040,0,11,25,7,0,39,,,"Fin d'Agmond",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
346,0,3,74,0x40000040,0,11,25,0,0,36,,,"Site de fouilles de Martèlorteil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
347,0,3,75,0x40000040,0,11,25,0,0,43,,,"Grotte de Crache-poussière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
348,0,47,76,0x40200040,0,11,0,1,0,41,,,"Nid-de-l'Aigle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
349,0,47,77,0x40000040,0,11,0,1,0,0,,,"Donjon des Marteaux-hardis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
350,0,47,78,0x40000040,0,11,0,1,0,45,,,"Gîte de Quel'Danil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
351,0,47,79,0x40000040,0,11,0,1,0,48,,,"Rocher de l'Affût",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
352,0,47,80,0x40000040,0,11,0,1,0,0,,,"Zun'watha",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
353,0,47,81,0x40000040,0,11,0,3,0,44,,,"Shadra'Alor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
354,0,47,591,0x40000040,0,11,0,227,0,45,,,"Jintha'Alor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
355,0,47,592,0x40000040,0,11,0,176,0,46,,,"L'Autel de Zul",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
356,0,47,82,0x40000040,0,11,0,76,0,41,,,"Seradane",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
357,1,0,83,0x40,0,11,48,3,0,0,,,"Féralas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
358,1,215,84,0x40000000,0,11,25,9,0,0,,,"Ravin de Roncelame",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
359,1,17,85,0x40000040,0,11,0,7,0,25,,,"Bael Modan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
360,1,215,86,0x40000040,0,11,0,9,0,7,,,"Mine de la KapitalRisk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
361,1,0,87,0x40,0,11,28,193,0,0,,,"Gangrebois",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
362,1,14,88,0x40300040,0,11,0,9,421,5,,,"Tranchecolline",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
363,1,14,89,0x40300000,0,11,0,9,0,0,,,"Vallée des épreuves",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
364,1,14,90,0x40000040,75,11,0,9,0,0,,,"L'Antre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
365,1,14,91,0x40000000,0,11,0,9,0,0,,,"Convent de la Lame ardente",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
366,1,14,92,0x40000040,0,11,0,9,0,7,,,"Combe des Kolkar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
367,1,14,93,0x40300040,0,11,0,185,0,6,,,"Village de Sen'jin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
368,1,14,94,0x40000040,0,11,32,3,68,7,,,"Îles de l'Écho",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
369,1,14,95,0x40000040,0,11,0,9,0,9,,,"Falaises du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
370,1,14,96,0x40000040,0,11,0,9,0,8,,,"Ravin asséché",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
371,1,14,567,0x40000040,0,11,0,9,0,0,,,"Caverne des Terrevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
372,1,14,97,0x40000040,0,11,0,186,301,6,,,"Donjon de Tiragarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
373,1,14,98,0x40000040,0,11,0,9,0,0,,,"Côte des naufrages",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
374,1,14,99,0x40000040,0,11,0,9,0,0,,,"Baie de Lamepoing",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
375,1,14,100,0x40000040,0,11,0,9,0,0,,,"Rivage d'Œil-mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
377,1,0,101,0x40,0,11,0,9,0,9,,,"La Furie-du-Sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
378,1,17,102,0x40300040,0,11,0,226,0,10,,,"Camp Taurajo",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
379,1,17,103,0x40000040,0,11,0,7,0,10,,,"Poste de garde extérieur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
380,1,17,104,0x40300040,0,11,0,228,0,15,,,"La Croisée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
381,1,17,105,0x40000040,0,11,0,0,0,17,,,"Mine des Pierriers",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
382,1,17,552,0x40000040,0,11,0,3,0,15,,,"La Videfange",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
383,1,17,106,0x40000040,0,11,0,0,0,14,,,"Les Collines arides",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
384,1,17,107,0x40000040,0,11,46,10,0,11,,,"Pic de Brume-funeste",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
385,1,17,108,0x40000040,0,11,0,3,301,15,,,"Fort du Nord",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
386,1,17,109,0x40000040,0,11,32,3,0,12,,,"Les Bassins oubliés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
387,1,17,582,0x40000040,0,11,32,3,0,12,,,"Oasis luxuriante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
388,1,17,110,0x40000040,0,11,32,3,0,15,,,"L'oasis stagnante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
390,1,17,111,0x40000040,0,11,0,0,0,20,,,"Champ des Géants",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
