long,long,long,long,long,long,long,bool,long,flags,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,
169,217,218,272,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
170,0,279,0,301,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
171,280,281,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
172,17,47,220,69,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
173,124,72,283,0,0,0,1,157,0x0,1,3087,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
174,0,279,121,298,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
175,137,138,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
176,307,308,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
177,0,948,0,293,0,402,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
178,0,367,295,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
179,114,418,0,297,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
180,518,4629,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
181,765,766,306,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
182,217,218,0,340,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
183,114,118,311,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
184,0,0,0,312,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
185,114,118,313,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
186,266,267,315,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
187,345,476,320,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
188,31,160,0,322,0,323,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
189,0,182,220,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
190,0,327,328,0,0,0,0,151,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
191,305,294,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
192,345,181,331,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
193,99,270,333,0,0,0,0,2,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
194,99,337,12463,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
195,171,172,497,221,0,0,1,362,0x2,2,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,9170,0,0.0,0.0,0.0,0.0,0.0,0.0,
196,345,181,339,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
197,0,352,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
198,171,172,145,0,0,0,1,188,0x2,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
199,0,279,0,343,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
200,0,81,0,344,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
201,345,181,895,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
202,238,239,0,0,0,0,1,256,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
203,0,0,240,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
204,100,183,347,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
205,0,492,348,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
206,0,0,145,0,0,0,0,188,0x2,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
207,0,0,240,235,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
208,0,74,348,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
209,0,350,749,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
210,0,351,693,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
211,99,270,353,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
212,0,181,542,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
213,0,356,441,349,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
214,345,181,357,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
215,358,1964,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
216,345,181,359,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
217,345,181,361,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
218,345,181,0,363,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
219,0,366,507,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
220,36,37,365,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
221,0,352,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
222,8013,368,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
223,0,369,437,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
224,161,167,0,0,0,7645,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
225,372,2970,0,0,0,0,1,188,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
226,372,2974,0,0,0,0,1,3493,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
227,0,0,507,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
228,372,2971,0,0,0,0,1,224,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
229,372,2971,0,0,0,0,1,4807,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
230,7,164,0,985,0,0,1,362,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
231,7,164,0,285,0,0,1,363,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
232,345,181,371,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
233,181,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
234,0,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
235,0,0,378,0,0,0,1,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
236,0,379,0,825,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
237,3436,0,371,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
238,30,38,213,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
239,266,730,381,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
240,0,382,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
241,345,181,336,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
242,60,61,383,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
243,380,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
244,0,385,121,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
245,386,387,282,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
246,0,388,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
247,0,389,0,4031,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
248,80,110,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
249,0,392,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
250,0,394,0,0,0,0,0,0,0x0,1,0,0,0x0,0,220,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
251,0,396,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
252,397,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
253,0,399,3049,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
254,0,416,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
255,0,404,0,312,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
256,0,407,408,780,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
257,0,411,14264,691,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
258,345,5629,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,9184,0.0,0.0,0.0,0.0,0.0,0.0,
259,197,5390,413,0,0,717,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9182,13152,0,0.0,0.0,0.0,0.0,0.0,0.0,
260,0,414,415,0,0,0,1,365,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
261,0,414,255,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
262,0,0,0,0,0,729,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
263,266,267,3394,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9159,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
264,0,352,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
265,0,0,421,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
266,0,411,423,33,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
267,171,424,76,235,0,0,1,365,0x0,1,3011,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
268,0,4509,419,0,0,0,1,405,0x0,1,3012,0,0x4,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
269,0,4509,419,0,0,0,1,406,0x0,1,3012,0,0x5,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
270,0,4509,419,0,0,0,1,407,0x0,1,3012,0,0x4,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
271,266,267,419,0,0,0,1,408,0x0,1,3012,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
272,30,38,286,0,0,0,1,365,0x2,1,0,0,0x0,0,0,-1,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
273,0,356,348,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
274,345,181,56,426,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
275,427,270,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
276,0,0,428,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
277,0,429,0,814,0,11764,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
278,99,270,433,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
279,217,218,0,434,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
280,99,270,435,436,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
281,0,438,0,247,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
282,0,0,348,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
283,171,172,0,0,0,0,1,258,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
284,266,267,440,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
285,99,270,442,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
286,5290,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
287,171,172,0,288,0,0,1,243,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
288,0,0,446,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
289,60,61,447,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
290,60,61,448,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
291,197,205,450,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
292,0,449,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
293,0,0,451,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
294,0,0,455,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
295,0,0,453,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
296,0,0,454,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
297,0,0,452,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
298,0,0,457,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
299,186,189,7815,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
300,186,189,459,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
301,0,1785,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
302,186,189,461,6505,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
303,0,462,0,221,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
304,30,38,286,0,0,0,0,0,0x0,1,3011,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
305,30,38,286,0,0,0,0,0,0x0,1,3011,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
306,217,218,465,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
307,0,751,811,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
308,0,504,466,505,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
309,266,267,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
310,60,61,300,467,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
311,266,267,666,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
312,99,270,472,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
313,184,119,291,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
314,184,475,474,4031,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
315,0,477,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
316,0,478,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
317,0,479,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
318,0,480,0,0,0,0,1,2262,0x0,2,0,0,0x0,0,0,-1,0,0,0,0,13,0,0,6489,0,0.0,0.0,0.0,0.0,0.0,0.0,
319,0,352,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
320,482,0,300,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
321,0,752,808,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
322,0,484,485,349,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
323,0,486,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
324,184,119,487,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
325,345,181,526,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
326,0,652,0,488,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
327,305,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
328,217,218,489,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
329,60,5391,0,0,0,716,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9160,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
330,0,74,348,33,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
331,223,356,419,349,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
332,223,356,419,349,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
333,60,61,494,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
334,345,181,495,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
335,266,267,496,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
336,217,218,498,4031,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
337,99,270,500,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
