long,long,bool,long,str,str,str,flags,long,long,
12918,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_04_HD.blp","",0x5,15,4,
12919,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_05_HD.blp","",0x5,15,5,
12920,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_06_HD.blp","",0x5,15,6,
12921,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_07_HD.blp","",0x5,15,7,
12922,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_08_HD.blp","",0x5,15,8,
12923,1,0,1,"Character\Human\Male\HumanMaleFaceLower15_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper15_09_HD.blp","",0x5,15,9,
12924,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_00_HD.blp","",0x5,16,0,
12925,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_01_HD.blp","",0x5,16,1,
12926,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_02_HD.blp","",0x5,16,2,
12927,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_03_HD.blp","",0x5,16,3,
12928,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_04_HD.blp","",0x5,16,4,
12929,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_05_HD.blp","",0x5,16,5,
12930,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_06_HD.blp","",0x5,16,6,
12931,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_07_HD.blp","",0x5,16,7,
12932,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_08_HD.blp","",0x5,16,8,
12933,1,0,1,"Character\Human\Male\HumanMaleFaceLower16_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper16_09_HD.blp","",0x5,16,9,
12934,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_00_HD.blp","",0x5,17,0,
12935,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_01_HD.blp","",0x5,17,1,
12936,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_02_HD.blp","",0x5,17,2,
12937,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_03_HD.blp","",0x5,17,3,
12938,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_04_HD.blp","",0x5,17,4,
12939,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_05_HD.blp","",0x5,17,5,
12940,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_06_HD.blp","",0x5,17,6,
12941,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_07_HD.blp","",0x5,17,7,
12942,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_08_HD.blp","",0x5,17,8,
12943,1,0,1,"Character\Human\Male\HumanMaleFaceLower17_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper17_09_HD.blp","",0x5,17,9,
12944,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_00_HD.blp","",0x5,18,0,
12945,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_01_HD.blp","",0x5,18,1,
12946,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_02_HD.blp","",0x5,18,2,
12947,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_03_HD.blp","",0x5,18,3,
12948,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_04_HD.blp","",0x5,18,4,
12949,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_05_HD.blp","",0x5,18,5,
12950,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_06_HD.blp","",0x5,18,6,
12951,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_07_HD.blp","",0x5,18,7,
12952,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_08_HD.blp","",0x5,18,8,
12953,1,0,1,"Character\Human\Male\HumanMaleFaceLower18_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper18_09_HD.blp","",0x5,18,9,
12954,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_00_HD.blp","",0x5,19,0,
12955,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_01_HD.blp","",0x5,19,1,
12956,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_02_HD.blp","",0x5,19,2,
12957,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_03_HD.blp","",0x5,19,3,
12958,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_04_HD.blp","",0x5,19,4,
12959,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_05_HD.blp","",0x5,19,5,
12960,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_06_HD.blp","",0x5,19,6,
12961,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_07_HD.blp","",0x5,19,7,
12962,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_08_HD.blp","",0x5,19,8,
12963,1,0,1,"Character\Human\Male\HumanMaleFaceLower19_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper19_09_HD.blp","",0x5,19,9,
12964,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_00_HD.blp","",0x5,20,0,
12965,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_01_HD.blp","",0x5,20,1,
12966,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_02_HD.blp","",0x5,20,2,
12967,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_03_HD.blp","",0x5,20,3,
12968,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_04_HD.blp","",0x5,20,4,
12969,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_05_HD.blp","",0x5,20,5,
12970,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_06_HD.blp","",0x5,20,6,
12971,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_07_HD.blp","",0x5,20,7,
12972,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_08_HD.blp","",0x5,20,8,
12973,1,0,1,"Character\Human\Male\HumanMaleFaceLower20_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper20_09_HD.blp","",0x5,20,9,
12974,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_00_HD.blp","",0x5,21,0,
12975,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_01_HD.blp","",0x5,21,1,
12976,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_02_HD.blp","",0x5,21,2,
12977,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_03_HD.blp","",0x5,21,3,
12978,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_04_HD.blp","",0x5,21,4,
12979,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_05_HD.blp","",0x5,21,5,
12980,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_06_HD.blp","",0x5,21,6,
12981,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_07_HD.blp","",0x5,21,7,
12982,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_08_HD.blp","",0x5,21,8,
12983,1,0,1,"Character\Human\Male\HumanMaleFaceLower21_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper21_09_HD.blp","",0x5,21,9,
12984,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_00_HD.blp","",0x5,22,0,
12985,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_01_HD.blp","",0x5,22,1,
12986,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_02_HD.blp","",0x5,22,2,
12987,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_03_HD.blp","",0x5,22,3,
12988,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_04_HD.blp","",0x5,22,4,
12989,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_05_HD.blp","",0x5,22,5,
12990,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_06_HD.blp","",0x5,22,6,
12991,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_07_HD.blp","",0x5,22,7,
12992,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_08_HD.blp","",0x5,22,8,
12993,1,0,1,"Character\Human\Male\HumanMaleFaceLower22_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper22_09_HD.blp","",0x5,22,9,
12994,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_00_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_00_HD.blp","",0x5,23,0,
12995,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_01_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_01_HD.blp","",0x5,23,1,
12996,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_02_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_02_HD.blp","",0x5,23,2,
12997,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_03_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_03_HD.blp","",0x5,23,3,
12998,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_04_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_04_HD.blp","",0x5,23,4,
12999,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_05_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_05_HD.blp","",0x5,23,5,
13000,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_06_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_06_HD.blp","",0x5,23,6,
13001,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_07_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_07_HD.blp","",0x5,23,7,
13002,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_08_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_08_HD.blp","",0x5,23,8,
13003,1,0,1,"Character\Human\Male\HumanMaleFaceLower23_09_HD.blp","Character\Human\Male\HumanMaleFaceUpper23_09_HD.blp","",0x5,23,9,
131,1,0,2,"Character\Human\FacialLowerHair00_00_HD.blp","Character\Human\FacialUpperHair00_00_HD.blp","",0x11,0,0,
132,1,0,2,"Character\Human\FacialLowerHair00_01_HD.blp","Character\Human\FacialUpperHair00_01_HD.blp","",0x11,0,1,
133,1,0,2,"Character\Human\FacialLowerHair00_02_HD.blp","Character\Human\FacialUpperHair00_02_HD.blp","",0x11,0,2,
134,1,0,2,"Character\Human\FacialLowerHair00_03_HD.blp","Character\Human\FacialUpperHair00_03_HD.blp","",0x11,0,3,
135,1,0,2,"Character\Human\FacialLowerHair00_04_HD.blp","Character\Human\FacialUpperHair00_04_HD.blp","",0x11,0,4,
136,1,0,2,"Character\Human\FacialLowerHair00_05_HD.blp","Character\Human\FacialUpperHair00_05_HD.blp","",0x11,0,5,
137,1,0,2,"Character\Human\FacialLowerHair00_06_HD.blp","Character\Human\FacialUpperHair00_06_HD.blp","",0x11,0,6,
138,1,0,2,"Character\Human\FacialLowerHair00_07_HD.blp","Character\Human\FacialUpperHair00_07_HD.blp","",0x11,0,7,
139,1,0,2,"Character\Human\FacialLowerHair00_08_HD.blp","Character\Human\FacialUpperHair00_08_HD.blp","",0x11,0,8,
140,1,0,2,"Character\Human\FacialLowerHair00_09_HD.blp","Character\Human\FacialUpperHair00_09_HD.blp","",0x11,0,9,
10556,1,0,2,"Character\Human\FacialLowerHair00_10_HD.blp","Character\Human\FacialUpperHair00_10_HD.blp","",0x5,0,10,
10582,1,0,2,"Character\Human\FacialLowerHair00_11_HD.blp","Character\Human\FacialUpperHair00_11_HD.blp","",0x5,0,11,
10608,1,0,2,"Character\Human\FacialLowerHair00_12_HD.blp","Character\Human\FacialUpperHair00_12_HD.blp","",0x5,0,12,
141,1,0,2,"Character\Human\FacialLowerHair01_00_HD.blp","Character\Human\FacialUpperHair01_00_HD.blp","",0x11,1,0,
142,1,0,2,"Character\Human\FacialLowerHair01_01_HD.blp","Character\Human\FacialUpperHair01_01_HD.blp","",0x11,1,1,
143,1,0,2,"Character\Human\FacialLowerHair01_02_HD.blp","Character\Human\FacialUpperHair01_02_HD.blp","",0x11,1,2,
144,1,0,2,"Character\Human\FacialLowerHair01_03_HD.blp","Character\Human\FacialUpperHair01_03_HD.blp","",0x11,1,3,
145,1,0,2,"Character\Human\FacialLowerHair01_04_HD.blp","Character\Human\FacialUpperHair01_04_HD.blp","",0x11,1,4,
146,1,0,2,"Character\Human\FacialLowerHair01_05_HD.blp","Character\Human\FacialUpperHair01_05_HD.blp","",0x11,1,5,
147,1,0,2,"Character\Human\FacialLowerHair01_06_HD.blp","Character\Human\FacialUpperHair01_06_HD.blp","",0x11,1,6,
148,1,0,2,"Character\Human\FacialLowerHair01_07_HD.blp","Character\Human\FacialUpperHair01_07_HD.blp","",0x11,1,7,
149,1,0,2,"Character\Human\FacialLowerHair01_08_HD.blp","Character\Human\FacialUpperHair01_08_HD.blp","",0x11,1,8,
150,1,0,2,"Character\Human\FacialLowerHair01_09_HD.blp","Character\Human\FacialUpperHair01_09_HD.blp","",0x11,1,9,
10557,1,0,2,"Character\Human\FacialLowerHair01_10_HD.blp","Character\Human\FacialUpperHair01_10_HD.blp","",0x5,1,10,
10583,1,0,2,"Character\Human\FacialLowerHair01_11_HD.blp","Character\Human\FacialUpperHair01_11_HD.blp","",0x5,1,11,
10609,1,0,2,"Character\Human\FacialLowerHair01_12_HD.blp","Character\Human\FacialUpperHair01_12_HD.blp","",0x5,1,12,
151,1,0,2,"Character\Human\FacialLowerHair02_00_HD.blp","Character\Human\FacialUpperHair02_00_HD.blp","",0x11,2,0,
152,1,0,2,"Character\Human\FacialLowerHair02_01_HD.blp","Character\Human\FacialUpperHair02_01_HD.blp","",0x11,2,1,
153,1,0,2,"Character\Human\FacialLowerHair02_02_HD.blp","Character\Human\FacialUpperHair02_02_HD.blp","",0x11,2,2,
154,1,0,2,"Character\Human\FacialLowerHair02_03_HD.blp","Character\Human\FacialUpperHair02_03_HD.blp","",0x11,2,3,
155,1,0,2,"Character\Human\FacialLowerHair02_04_HD.blp","Character\Human\FacialUpperHair02_04_HD.blp","",0x11,2,4,
156,1,0,2,"Character\Human\FacialLowerHair02_05_HD.blp","Character\Human\FacialUpperHair02_05_HD.blp","",0x11,2,5,
157,1,0,2,"Character\Human\FacialLowerHair02_06_HD.blp","Character\Human\FacialUpperHair02_06_HD.blp","",0x11,2,6,
158,1,0,2,"Character\Human\FacialLowerHair02_07_HD.blp","Character\Human\FacialUpperHair02_07_HD.blp","",0x11,2,7,
159,1,0,2,"Character\Human\FacialLowerHair02_08_HD.blp","Character\Human\FacialUpperHair02_08_HD.blp","",0x11,2,8,
160,1,0,2,"Character\Human\FacialLowerHair02_09_HD.blp","Character\Human\FacialUpperHair02_09_HD.blp","",0x11,2,9,
10558,1,0,2,"Character\Human\FacialLowerHair02_10_HD.blp","Character\Human\FacialUpperHair02_10_HD.blp","",0x5,2,10,
10584,1,0,2,"Character\Human\FacialLowerHair02_11_HD.blp","Character\Human\FacialUpperHair02_11_HD.blp","",0x5,2,11,
10610,1,0,2,"Character\Human\FacialLowerHair02_12_HD.blp","Character\Human\FacialUpperHair02_12_HD.blp","",0x5,2,12,
161,1,0,2,"Character\Human\FacialLowerHair03_00_HD.blp","Character\Human\FacialUpperHair03_00_HD.blp","",0x11,3,0,
162,1,0,2,"Character\Human\FacialLowerHair03_01_HD.blp","Character\Human\FacialUpperHair03_01_HD.blp","",0x11,3,1,
163,1,0,2,"Character\Human\FacialLowerHair03_02_HD.blp","Character\Human\FacialUpperHair03_02_HD.blp","",0x11,3,2,
164,1,0,2,"Character\Human\FacialLowerHair03_03_HD.blp","Character\Human\FacialUpperHair03_03_HD.blp","",0x11,3,3,
165,1,0,2,"Character\Human\FacialLowerHair03_04_HD.blp","Character\Human\FacialUpperHair03_04_HD.blp","",0x11,3,4,
166,1,0,2,"Character\Human\FacialLowerHair03_05_HD.blp","Character\Human\FacialUpperHair03_05_HD.blp","",0x11,3,5,
167,1,0,2,"Character\Human\FacialLowerHair03_06_HD.blp","Character\Human\FacialUpperHair03_06_HD.blp","",0x11,3,6,
168,1,0,2,"Character\Human\FacialLowerHair03_07_HD.blp","Character\Human\FacialUpperHair03_07_HD.blp","",0x11,3,7,
169,1,0,2,"Character\Human\FacialLowerHair03_08_HD.blp","Character\Human\FacialUpperHair03_08_HD.blp","",0x11,3,8,
170,1,0,2,"Character\Human\FacialLowerHair03_09_HD.blp","Character\Human\FacialUpperHair03_09_HD.blp","",0x11,3,9,
10559,1,0,2,"Character\Human\FacialLowerHair03_10_HD.blp","Character\Human\FacialUpperHair03_10_HD.blp","",0x5,3,10,
10585,1,0,2,"Character\Human\FacialLowerHair03_11_HD.blp","Character\Human\FacialUpperHair03_11_HD.blp","",0x5,3,11,
10611,1,0,2,"Character\Human\FacialLowerHair03_12_HD.blp","Character\Human\FacialUpperHair03_12_HD.blp","",0x5,3,12,
171,1,0,2,"Character\Human\FacialLowerHair04_00_HD.blp","Character\Human\FacialUpperHair04_00_HD.blp","",0x11,4,0,
172,1,0,2,"Character\Human\FacialLowerHair04_01_HD.blp","Character\Human\FacialUpperHair04_01_HD.blp","",0x11,4,1,
173,1,0,2,"Character\Human\FacialLowerHair04_02_HD.blp","Character\Human\FacialUpperHair04_02_HD.blp","",0x11,4,2,
174,1,0,2,"Character\Human\FacialLowerHair04_03_HD.blp","Character\Human\FacialUpperHair04_03_HD.blp","",0x11,4,3,
175,1,0,2,"Character\Human\FacialLowerHair04_04_HD.blp","Character\Human\FacialUpperHair04_04_HD.blp","",0x11,4,4,
176,1,0,2,"Character\Human\FacialLowerHair04_05_HD.blp","Character\Human\FacialUpperHair04_05_HD.blp","",0x11,4,5,
177,1,0,2,"Character\Human\FacialLowerHair04_06_HD.blp","Character\Human\FacialUpperHair04_06_HD.blp","",0x11,4,6,
178,1,0,2,"Character\Human\FacialLowerHair04_07_HD.blp","Character\Human\FacialUpperHair04_07_HD.blp","",0x11,4,7,
179,1,0,2,"Character\Human\FacialLowerHair04_08_HD.blp","Character\Human\FacialUpperHair04_08_HD.blp","",0x11,4,8,
180,1,0,2,"Character\Human\FacialLowerHair04_09_HD.blp","Character\Human\FacialUpperHair04_09_HD.blp","",0x11,4,9,
10560,1,0,2,"Character\Human\FacialLowerHair04_10_HD.blp","Character\Human\FacialUpperHair04_10_HD.blp","",0x5,4,10,
10586,1,0,2,"Character\Human\FacialLowerHair04_11_HD.blp","Character\Human\FacialUpperHair04_11_HD.blp","",0x5,4,11,
10612,1,0,2,"Character\Human\FacialLowerHair04_12_HD.blp","Character\Human\FacialUpperHair04_12_HD.blp","",0x5,4,12,
181,1,0,2,"Character\Human\FacialLowerHair05_00_HD.blp","Character\Human\FacialUpperHair05_00_HD.blp","",0x11,5,0,
182,1,0,2,"Character\Human\FacialLowerHair05_01_HD.blp","Character\Human\FacialUpperHair05_01_HD.blp","",0x11,5,1,
183,1,0,2,"Character\Human\FacialLowerHair05_02_HD.blp","Character\Human\FacialUpperHair05_02_HD.blp","",0x11,5,2,
184,1,0,2,"Character\Human\FacialLowerHair05_03_HD.blp","Character\Human\FacialUpperHair05_03_HD.blp","",0x11,5,3,
185,1,0,2,"Character\Human\FacialLowerHair05_04_HD.blp","Character\Human\FacialUpperHair05_04_HD.blp","",0x11,5,4,
186,1,0,2,"Character\Human\FacialLowerHair05_05_HD.blp","Character\Human\FacialUpperHair05_05_HD.blp","",0x11,5,5,
187,1,0,2,"Character\Human\FacialLowerHair05_06_HD.blp","Character\Human\FacialUpperHair05_06_HD.blp","",0x11,5,6,
188,1,0,2,"Character\Human\FacialLowerHair05_07_HD.blp","Character\Human\FacialUpperHair05_07_HD.blp","",0x11,5,7,
189,1,0,2,"Character\Human\FacialLowerHair05_08_HD.blp","Character\Human\FacialUpperHair05_08_HD.blp","",0x11,5,8,
190,1,0,2,"Character\Human\FacialLowerHair05_09_HD.blp","Character\Human\FacialUpperHair05_09_HD.blp","",0x11,5,9,
10561,1,0,2,"Character\Human\FacialLowerHair05_10_HD.blp","Character\Human\FacialUpperHair05_10_HD.blp","",0x5,5,10,
10587,1,0,2,"Character\Human\FacialLowerHair05_11_HD.blp","Character\Human\FacialUpperHair05_11_HD.blp","",0x5,5,11,
10613,1,0,2,"Character\Human\FacialLowerHair05_12_HD.blp","Character\Human\FacialUpperHair05_12_HD.blp","",0x5,5,12,
191,1,0,2,"Character\Human\FacialLowerHair06_00_HD.blp","Character\Human\FacialUpperHair06_00_HD.blp","",0x11,6,0,
192,1,0,2,"Character\Human\FacialLowerHair06_01_HD.blp","Character\Human\FacialUpperHair06_01_HD.blp","",0x11,6,1,
193,1,0,2,"Character\Human\FacialLowerHair06_02_HD.blp","Character\Human\FacialUpperHair06_02_HD.blp","",0x11,6,2,
194,1,0,2,"Character\Human\FacialLowerHair06_03_HD.blp","Character\Human\FacialUpperHair06_03_HD.blp","",0x11,6,3,
195,1,0,2,"Character\Human\FacialLowerHair06_04_HD.blp","Character\Human\FacialUpperHair06_04_HD.blp","",0x11,6,4,
196,1,0,2,"Character\Human\FacialLowerHair06_05_HD.blp","Character\Human\FacialUpperHair06_05_HD.blp","",0x11,6,5,
197,1,0,2,"Character\Human\FacialLowerHair06_06_HD.blp","Character\Human\FacialUpperHair06_06_HD.blp","",0x11,6,6,
198,1,0,2,"Character\Human\FacialLowerHair06_07_HD.blp","Character\Human\FacialUpperHair06_07_HD.blp","",0x11,6,7,
199,1,0,2,"Character\Human\FacialLowerHair06_08_HD.blp","Character\Human\FacialUpperHair06_08_HD.blp","",0x11,6,8,
200,1,0,2,"Character\Human\FacialLowerHair06_09_HD.blp","Character\Human\FacialUpperHair06_09_HD.blp","",0x11,6,9,
10562,1,0,2,"Character\Human\FacialLowerHair06_10_HD.blp","Character\Human\FacialUpperHair06_10_HD.blp","",0x5,6,10,
10588,1,0,2,"Character\Human\FacialLowerHair06_11_HD.blp","Character\Human\FacialUpperHair06_11_HD.blp","",0x5,6,11,
10614,1,0,2,"Character\Human\FacialLowerHair06_12_HD.blp","Character\Human\FacialUpperHair06_12_HD.blp","",0x5,6,12,
201,1,0,2,"Character\Human\FacialLowerHair07_00_HD.blp","Character\Human\FacialUpperHair07_00_HD.blp","",0x11,7,0,
202,1,0,2,"Character\Human\FacialLowerHair07_01_HD.blp","Character\Human\FacialUpperHair07_01_HD.blp","",0x11,7,1,
203,1,0,2,"Character\Human\FacialLowerHair07_02_HD.blp","Character\Human\FacialUpperHair07_02_HD.blp","",0x11,7,2,
204,1,0,2,"Character\Human\FacialLowerHair07_03_HD.blp","Character\Human\FacialUpperHair07_03_HD.blp","",0x11,7,3,
